Family_01,Romance_02,Drama_03,Horror_04,Historical_05,Crime_06,Erotic_07,Independent_08,Biographical_09,Musical_10,SciFi_11,Action_12,Comedy_13,Adventure_14,Western_15,Documentary_16,War_17,Thriller_18,Classics_19,Animation_20,Mystery_21,Romance_01,Horror_02,Erotica_03,Art_04,Academic_05,Mystery_06,Crime_07,History_08,Philosophy_09,Poetry_10,Entertainment_11,Comics_12,Architecture_13,Computers_14,Sports_15,News_16,Reference_17,Business_18,Cooking_19,Literature_20,Thriller_21,Adventure_22,Nature_23,Health_24,SciFi_25,Fantasy_26,Medical_27,IPIP_01_E,IPIP_02_A,IPIP_03_C,IPIP_04_N,IPIP_05_O,IPIP_06R_E,IPIP_07R_A,IPIP_08R_C,IPIP_09R_N,IPIP_10R_O,IPIP_11_E,IPIP_12_A,IPIP_13_C,IPIP_14_N,IPIP_15R_O,IPIP_16R_E,IPIP_17R_A,IPIP_18R_C,IPIP_19R_N,IPIP_20R_O,Gender,Age,IPIP_O,IPIP_C,IPIP_E,IPIP_N,IPIP_A,IPIP_O_ordinal,IPIP_C_ordinal,IPIP_E_ordinal,IPIP_N_ordinal,IPIP_A_ordinal,Max,Highest_Scoring_Trait
4,3,2,5,4,5,4,3,4,1,3,4,5,4,2,2,3,2,2,4,3,2,5,3,3,3,4,4,4,2,2,3,5,1,1,5,5,3,1,4,3,3,3,2,2,3,2,2,4,4,2,3,5,3,4,4,2,3,4,4,3,3,4,3,5,5,3,5,0,22,17,14,14,11,17,Very High,High,High,Neither high nor low,Very High,17,O
4,2,3,1,5,3,3,3,4,3,4,5,5,4,3,4,3,2,3,5,1,2,1,1,3,3,2,4,5,4,3,4,4,3,4,5,3,4,3,2,3,4,4,5,3,2,2,3,4,4,3,4,5,3,4,2,2,3,5,3,4,3,3,3,5,4,3,5,0,27,16,13,15,12,16,High,Neither high nor low,High,Neither high nor low,High,16,O
3,1,3,2,3,3,4,4,4,5,5,5,5,5,3,3,4,4,3,5,5,3,1,3,3,2,4,4,4,1,4,4,4,1,3,3,4,3,1,2,5,5,5,3,3,4,5,4,4,4,3,5,5,5,5,2,5,5,5,5,2,4,3,4,5,2,1,5,1,21,18,9,18,15,19,Very High,Low,Very High,High,Extremely High,19,A
3,3,4,5,4,5,4,2,3,4,5,5,5,5,4,3,4,3,2,3,4,3,4,4,3,2,4,5,4,3,2,3,4,2,2,5,5,5,3,3,4,4,4,3,5,3,3,4,4,4,3,2,4,4,5,2,1,4,4,4,4,3,3,4,4,3,2,4,99,,15,12,16,8,17,High,Neither high nor low,High,Low,Very High,17,A
4,4,4,1,5,2,5,1,4,5,4,5,5,5,2,2,5,5,4,5,4,4,2,4,4,4,4,4,4,1,1,5,5,1,1,1,1,5,4,4,4,4,4,2,2,2,2,2,5,5,5,4,5,5,3,3,2,2,5,5,5,5,1,1,5,5,3,5,0,22,13,18,16,14,18,Neither high nor low,Very High,High,High,Very High,18,C
2,1,3,3,5,3,4,4,5,3,5,5,5,4,3,5,4,4,3,5,5,1,3,3,4,4,4,4,5,3,1,4,5,4,3,3,3,4,3,4,4,4,4,4,3,5,4,4,3,4,3,2,4,3,4,2,2,3,3,3,3,4,3,2,5,3,3,4,0,20,14,11,11,11,16,High,Neither high nor low,Neither high nor low,Neither high nor low,High,16,A
2,2,4,5,3,5,4,4,3,4,4,4,2,4,5,3,3,5,4,3,4,2,4,3,2,1,5,3,2,4,2,4,5,2,1,1,2,2,2,4,3,4,4,2,3,4,5,1,1,2,3,4,4,1,2,4,4,4,3,2,4,4,5,1,3,4,4,4,0,19,17,15,6,16,9,Very High,High,Very Low,High,Low,17,O
4,3,3,5,2,3,4,4,2,4,5,3,1,3,0,5,0,0,2,5,4,4,5,4,3,3,5,4,3,5,3,3,4,3,3,5,3,3,4,5,4,4,3,3,3,3,3,3,5,5,4,5,5,3,1,2,3,4,5,5,4,5,2,1,4,2,4,3,0,18,14,12,14,17,15,High,Neither high nor low,High,Very High,High,17,N
4,4,2,3,4,5,4,2,3,1,5,4,5,5,4,4,4,3,1,5,5,4,4,4,3,2,4,4,4,5,4,5,5,1,1,5,2,3,1,3,3,4,4,2,4,4,4,4,4,3,2,2,5,5,4,2,1,1,5,4,4,3,3,4,5,2,4,5,0,22,14,10,18,10,16,High,Low,Very High,Low,High,18,E
1,1,2,5,4,5,5,2,3,1,5,5,3,4,2,5,5,5,1,4,5,1,5,4,5,4,5,5,5,1,1,4,5,1,2,5,4,4,1,1,4,5,4,4,5,5,5,2,4,3,3,3,5,2,4,4,2,1,5,5,5,2,2,3,2,4,2,4,0,21,12,16,14,9,14,Neither high nor low,High,High,Low,High,16,C
3,2,3,2,4,4,3,3,4,3,3,4,4,5,3,4,5,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,3,4,4,2,4,3,3,2,4,4,3,4,4,2,4,4,3,3,0,21,13,13,12,14,16,Neither high nor low,Neither high nor low,Neither high nor low,High,High,16,A
